vehicle_id,model_year,total_distance_km,fuel_type,fuel_efficiency_l100km,mileage_empty_kmpl,mileage_loaded_kmpl,pickup_time_0to60s,max_load_kg,typical_load_kg,cooling_efficiency_percent,refrigerant_type,cooling_power_kw,target_temp_c,years_in_service,annual_distance_km,maintenance_hours,service_area
VH02653,2022,237783,Diesel,32.6,4.4,3.1,17.4,8000,6817,95.7,R-404A,15.4,-20,2,95113,2972,Gachibowli
VH02654,2024,33694,Diesel,30.7,4.7,3.3,19.9,20000,16472,86.6,R-452A,16.7,-20,0,67388,421,Kompally
VH02655,2020,266022,Diesel,30.8,4.6,3.2,15.4,8000,5815,82.1,R-452A,12.5,-18,4,59116,3325,Gachibowli
VH02656,2016,837755,Diesel,46.1,3.1,2.2,19.3,20000,13332,73.5,R-404A,18.6,-18,8,98559,10471,Kompally
VH02657,2023,114569,Hybrid,28.2,5.1,3.5,12.3,5000,3878,87.9,R-452A,20.2,2,1,76379,1432,Gachibowli
VH02658,2021,293361,Diesel,27.7,5.2,3.6,24.1,8000,6492,83.1,R-404A,23.0,2,3,83817,3667,Uppal
VH02659,2018,489003,Diesel,40.1,3.6,2.5,18.9,8000,7046,86.4,R-404A,20.0,-20,6,75231,6112,PVNR_Expressway
VH02660,2022,298029,Diesel,36.9,3.9,2.7,17.9,12000,7201,92.9,R-452A,16.2,-18,2,119211,3725,Gachibowli
VH02661,2020,332089,Diesel,31.4,4.6,3.2,16.2,12000,9722,80.9,R-452A,19.6,-20,4,73797,4151,Uppal
VH02662,2016,568314,Diesel,46.4,3.1,2.2,17.6,12000,8023,81.1,R-452A,10.5,-20,8,66860,7103,Gachibowli
VH02663,2018,744488,Diesel,32.9,4.3,3.0,19.8,20000,17216,78.5,R-404A,23.9,4,6,114536,9306,Medchal
VH02664,2024,45217,Diesel,28.2,5.1,3.5,23.7,5000,3017,94.4,R-452A,16.1,4,0,90435,565,Gachibowli
VH02665,2020,291567,Hybrid,29.7,4.8,3.4,15.2,8000,5820,82.1,R-452A,20.9,-18,4,64792,3644,Kompally
VH02666,2020,361125,Diesel,32.1,4.4,3.1,18.1,5000,3818,90.2,R-404A,17.8,4,4,80250,4514,Kompally
VH02667,2024,36208,Diesel,37.0,3.9,2.7,23.8,12000,10644,88.3,R-452A,17.9,2,0,72417,452,HITEC_City_Main_Road
VH02668,2019,459169,Diesel,35.5,4.0,2.8,20.4,8000,6125,78.4,R-452A,12.7,-18,5,83485,5739,Kompally
VH02669,2021,266752,Diesel,27.6,5.2,3.6,15.2,8000,5627,81.3,R-452A,16.9,-20,3,76215,3334,Mehdipatnam
VH02670,2021,175950,Hybrid,22.1,6.5,4.5,19.7,20000,17442,87.5,R-452A,19.7,2,3,50271,2199,Gachibowli
VH02671,2021,405816,Diesel,28.2,5.1,3.6,16.6,8000,5535,89.9,R-452A,16.0,-20,3,115947,5072,Gachibowli
VH02672,2017,423906,Diesel,39.7,3.6,2.5,16.8,12000,7628,76.7,R-404A,20.8,2,7,56520,5298,Uppal
VH02673,2018,639369,Diesel,29.8,4.8,3.4,22.8,20000,14031,81.9,R-452A,23.2,2,6,98364,7992,Mehdipatnam
VH02674,2020,354165,Electric,0.0,6.1,4.2,10.4,8000,6053,82.4,R-452A,12.6,2,4,78703,4427,HITEC_City_Main_Road
VH02675,2022,261116,Diesel,29.0,4.9,3.4,20.7,12000,10065,95.9,R-404A,16.9,-18,2,104446,3263,PVNR_Expressway
VH02676,2023,139927,Diesel,26.8,5.3,3.7,15.2,8000,6899,93.0,R-404A,23.4,-20,1,93284,1749,Uppal
VH02677,2024,43853,Diesel,30.1,4.7,3.3,23.1,12000,8725,86.5,R-452A,12.9,-20,0,87706,548,Mehdipatnam
VH02678,2023,149678,Diesel,37.7,3.8,2.7,22.4,5000,4273,83.9,R-452A,14.8,-20,1,99785,1870,Gachibowli
VH02679,2022,241052,Diesel,29.6,4.8,3.4,24.7,20000,14157,86.0,R-404A,22.3,-18,2,96420,3013,HITEC_City_Main_Road
VH02680,2023,101606,Hybrid,23.4,6.1,4.3,18.0,8000,7017,92.5,R-452A,18.0,-20,1,67737,1270,Gachibowli
VH02681,2016,586347,Diesel,43.3,3.3,2.3,24.3,8000,5721,76.0,R-404A,21.1,-18,8,68982,7329,Kompally
VH02682,2020,368811,Diesel,32.8,4.4,3.1,23.5,5000,3877,86.6,R-452A,14.3,-20,4,81958,4610,PVNR_Expressway
VH02683,2024,45975,Diesel,33.2,4.3,3.0,17.6,8000,7098,95.3,R-404A,17.6,-20,0,91951,574,Kompally
VH02684,2024,36752,Hybrid,21.6,6.6,4.6,17.2,12000,10122,89.7,R-452A,15.9,-20,0,73504,459,Medchal
VH02685,2023,96100,Diesel,35.0,4.1,2.9,24.7,12000,9373,91.1,R-452A,21.0,4,1,64067,1201,Mehdipatnam
VH02686,2023,171355,Diesel,27.9,5.1,3.6,18.3,8000,5133,85.3,R-404A,10.4,4,1,114237,2141,Medchal
VH02687,2021,208120,Diesel,32.5,4.4,3.1,23.1,20000,12092,86.3,R-404A,14.2,2,3,59462,2601,HITEC_City_Main_Road
VH02688,2022,196830,Diesel,34.9,4.1,2.9,18.0,12000,9136,89.9,R-452A,21.3,-20,2,78732,2460,HITEC_City_Main_Road
VH02689,2020,439030,Hybrid,30.3,4.7,3.3,12.2,20000,17097,83.2,R-452A,18.6,-18,4,97562,5487,Kompally
VH02690,2020,238648,Diesel,33.1,4.3,3.0,16.7,8000,4940,92.4,R-452A,23.4,-18,4,53032,2983,Medchal
VH02691,2019,465168,Hybrid,30.1,4.8,3.3,14.2,20000,16215,88.0,R-452A,14.8,4,5,84576,5814,PVNR_Expressway
VH02692,2023,102764,Diesel,33.2,4.3,3.0,18.4,20000,15178,95.4,R-452A,17.7,2,1,68509,1284,Uppal
VH02693,2022,169191,Diesel,27.2,5.3,3.7,21.4,8000,5957,90.4,R-404A,19.4,2,2,67676,2114,Mehdipatnam
VH02694,2024,54999,Diesel,36.4,3.9,2.7,23.1,20000,16858,96.5,R-452A,23.8,-18,0,109998,687,PVNR_Expressway
VH02695,2020,330938,Hybrid,24.0,6.0,4.2,17.1,20000,14346,86.9,R-452A,10.1,4,4,73541,4136,Uppal
VH02696,2022,214177,Diesel,37.1,3.9,2.7,20.1,12000,7903,83.4,R-404A,19.5,-18,2,85671,2677,PVNR_Expressway
VH02697,2020,305139,Diesel,30.8,4.6,3.2,24.6,8000,5094,88.8,R-404A,16.0,-20,4,67808,3814,Gachibowli
VH02698,2015,480649,Diesel,47.0,3.0,2.1,17.2,20000,17838,75.9,R-452A,20.2,4,9,50594,6008,L B Nagar
VH02699,2024,56611,Diesel,28.3,5.0,3.5,20.5,12000,7212,95.3,R-452A,12.4,-18,0,113222,707,HITEC_City_Main_Road
VH02700,2015,1036466,Diesel,33.7,4.2,3.0,22.5,5000,3389,75.8,R-452A,11.2,2,9,109101,12955,L B Nagar
VH02701,2018,528284,Diesel,35.7,4.0,2.8,16.6,5000,3019,76.7,R-404A,12.8,2,6,81274,6603,Mehdipatnam
VH02702,2021,375993,Diesel,42.0,3.4,2.4,20.1,5000,3059,90.3,R-404A,19.9,-18,3,107426,4699,Uppal
VH02703,2021,288479,Diesel,37.8,3.8,2.6,15.6,20000,14147,80.9,R-452A,11.1,4,3,82422,3605,Gachibowli
VH02704,2020,288889,Diesel,31.1,4.6,3.2,16.7,5000,4208,88.7,R-452A,10.6,2,4,64197,3611,Uppal
VH02705,2022,271038,Electric,0.0,7.6,5.3,15.2,8000,6353,89.2,R-404A,20.1,-18,2,108415,3387,L B Nagar
VH02706,2023,179720,Diesel,33.1,4.3,3.0,22.1,12000,7611,85.4,R-404A,10.9,2,1,119813,2246,Medchal
VH02707,2023,155309,Diesel,27.4,5.2,3.6,18.4,12000,9611,90.3,R-452A,18.5,2,1,103539,1941,Mehdipatnam
VH02708,2022,219800,Diesel,30.1,4.7,3.3,15.0,20000,12568,87.5,R-452A,10.2,-20,2,87920,2747,PVNR_Expressway
VH02709,2020,512293,Diesel,30.0,4.8,3.3,17.1,12000,10256,79.1,R-452A,16.5,-18,4,113843,6403,Gachibowli
VH02710,2024,37686,Diesel,35.6,4.0,2.8,21.7,8000,5403,95.6,R-404A,15.1,4,0,75373,471,Kompally
VH02711,2021,241100,Diesel,37.1,3.8,2.7,21.8,12000,9081,80.9,R-452A,15.6,4,3,68885,3013,HITEC_City_Main_Road
VH02712,2021,205136,Diesel,31.4,4.6,3.2,18.7,5000,4240,94.0,R-452A,18.7,4,3,58610,2564,L B Nagar
VH02713,2022,155944,Diesel,34.6,4.1,2.9,15.9,8000,5889,88.5,R-452A,13.2,2,2,62377,1949,HITEC_City_Main_Road
VH02714,2024,41197,Diesel,39.0,3.7,2.6,23.3,12000,10071,96.6,R-404A,21.2,4,0,82394,514,HITEC_City_Main_Road
VH02715,2021,239562,Diesel,42.1,3.4,2.4,15.9,5000,4407,92.8,R-452A,21.0,4,3,68446,2994,Mehdipatnam
VH02716,2022,125048,Diesel,39.6,3.6,2.5,20.6,12000,8774,84.2,R-404A,18.2,4,2,50019,1563,Medchal
VH02717,2017,680134,Diesel,43.3,3.3,2.3,22.6,12000,9600,84.3,R-404A,16.3,-18,7,90684,8501,HITEC_City_Main_Road
VH02718,2022,238481,Diesel,35.2,4.1,2.8,15.2,5000,3413,89.8,R-404A,20.9,4,2,95392,2981,Uppal
VH02719,2017,440757,Electric,0.0,6.1,4.2,17.4,12000,10062,76.9,R-404A,22.2,-20,7,58767,5509,Kompally
VH02720,2023,133308,Hybrid,23.6,6.1,4.2,19.6,12000,10495,90.4,R-452A,17.4,4,1,88872,1666,Mehdipatnam
VH02721,2022,291733,Diesel,32.8,4.4,3.0,19.2,8000,5898,93.2,R-404A,14.2,4,2,116693,3646,Kompally
VH02722,2015,745359,Electric,0.0,5.7,4.0,18.0,5000,3736,74.7,R-404A,24.3,-18,9,78458,9316,Uppal
VH02723,2022,240572,Electric,0.0,6.6,4.6,15.1,5000,4275,86.0,R-452A,11.5,-20,2,96229,3007,Gachibowli
VH02724,2019,529917,Diesel,41.2,3.5,2.4,21.1,5000,4365,78.8,R-404A,17.9,4,5,96348,6623,L B Nagar
VH02725,2021,218013,Diesel,41.1,3.5,2.4,16.0,8000,5735,84.6,R-452A,21.0,4,3,62289,2725,Uppal
VH02726,2021,308127,Diesel,32.7,4.4,3.1,22.4,12000,8400,90.7,R-452A,20.6,4,3,88036,3851,HITEC_City_Main_Road
VH02727,2015,549448,Diesel,43.2,3.3,2.3,23.3,8000,6565,82.9,R-404A,12.5,-18,9,57836,6868,Kompally
VH02728,2019,541522,Hybrid,27.2,5.2,3.7,17.8,5000,4492,81.7,R-452A,11.6,-18,5,98458,6769,PVNR_Expressway
VH02729,2024,28419,Hybrid,26.1,5.5,3.8,18.2,8000,5596,86.9,R-404A,24.5,-20,0,56838,355,Kompally
VH02730,2023,85895,Diesel,40.0,3.6,2.5,15.1,8000,5232,93.6,R-404A,15.2,-20,1,57263,1073,HITEC_City_Main_Road
VH02731,2017,714881,Diesel,42.0,3.4,2.4,18.5,12000,8515,79.7,R-452A,17.6,2,7,95317,8936,Gachibowli
VH02732,2017,806607,Diesel,46.3,3.1,2.2,22.6,20000,17819,78.8,R-452A,12.0,4,7,107547,10082,PVNR_Expressway
VH02733,2022,159206,Hybrid,21.5,6.6,4.6,12.1,12000,9994,87.0,R-404A,10.1,-18,2,63682,1990,PVNR_Expressway
VH02734,2019,558770,Diesel,33.5,4.3,3.0,17.8,12000,7242,91.1,R-404A,14.4,2,5,101594,6984,HITEC_City_Main_Road
VH02735,2017,560671,Diesel,46.4,3.1,2.2,21.4,8000,6289,83.2,R-452A,16.0,-18,7,74756,7008,L B Nagar
VH02736,2021,298651,Hybrid,22.3,6.4,4.5,15.6,20000,14859,86.4,R-452A,16.9,4,3,85329,3733,Kompally
VH02737,2024,56618,Diesel,33.4,4.3,3.0,23.5,5000,3560,94.6,R-452A,16.3,-20,0,113236,707,Medchal
VH02738,2020,483699,Diesel,39.9,3.6,2.5,21.6,8000,5994,80.9,R-404A,16.6,-20,4,107488,6046,Medchal
VH02739,2015,708010,Hybrid,30.5,4.7,3.3,16.1,12000,8540,79.4,R-452A,19.5,-20,9,74527,8850,PVNR_Expressway
VH02740,2018,583482,Diesel,31.3,4.6,3.2,19.8,12000,7602,80.6,R-452A,15.3,2,6,89766,7293,Mehdipatnam
VH02741,2023,75076,Diesel,34.9,4.1,2.9,21.4,12000,10454,85.8,R-452A,12.5,4,1,50051,938,HITEC_City_Main_Road
VH02742,2020,235670,Diesel,37.8,3.8,2.6,24.5,5000,3402,80.8,R-452A,19.9,4,4,52371,2945,Gachibowli
VH02743,2024,38456,Diesel,26.9,5.3,3.7,20.5,5000,3366,86.5,R-404A,16.9,-18,0,76913,480,Mehdipatnam
VH02744,2021,378684,Hybrid,29.3,4.9,3.4,17.8,20000,17392,86.9,R-452A,11.9,-18,3,108195,4733,Kompally
VH02745,2023,107450,Hybrid,23.6,6.0,4.2,19.1,5000,3896,96.9,R-452A,19.3,2,1,71633,1343,PVNR_Expressway
VH02746,2023,140627,Diesel,29.5,4.8,3.4,22.3,12000,7744,96.0,R-404A,11.3,-20,1,93751,1757,Gachibowli
VH02747,2020,273441,Diesel,30.5,4.7,3.3,18.8,5000,3801,85.2,R-404A,18.8,-20,4,60764,3418,HITEC_City_Main_Road
VH02748,2022,282500,Diesel,33.8,4.2,3.0,23.7,20000,15767,92.1,R-452A,16.0,-18,2,113000,3531,Kompally
VH02749,2022,274543,Diesel,30.5,4.7,3.3,20.0,5000,3981,87.1,R-404A,18.7,2,2,109817,3431,Medchal
VH02750,2022,168889,Diesel,42.4,3.4,2.4,20.5,5000,4296,90.9,R-452A,23.1,-20,2,67555,2111,Uppal
VH02751,2023,129425,Hybrid,28.1,5.1,3.6,17.7,5000,3737,90.9,R-452A,11.9,2,1,86283,1617,Uppal
VH02752,2022,174849,Diesel,37.0,3.9,2.7,17.5,5000,3969,92.3,R-404A,23.1,-20,2,69939,2185,Medchal
VH02753,2023,161272,Hybrid,27.2,5.3,3.7,17.1,20000,17596,87.8,R-404A,16.7,2,1,107514,2015,Uppal
VH02754,2023,112220,Diesel,40.1,3.6,2.5,15.3,5000,3985,91.1,R-404A,23.3,-18,1,74813,1402,Gachibowli
VH02755,2023,143985,Diesel,29.4,4.9,3.4,21.4,12000,9955,94.7,R-452A,15.9,-20,1,95990,1799,PVNR_Expressway
VH02756,2018,674307,Diesel,33.7,4.2,3.0,15.8,20000,12075,79.3,R-404A,14.2,2,6,103739,8428,HITEC_City_Main_Road
VH02757,2019,640273,Diesel,30.9,4.6,3.2,21.2,8000,7192,87.5,R-452A,18.5,-18,5,116413,8003,HITEC_City_Main_Road
VH02758,2023,78104,Diesel,35.9,4.0,2.8,16.7,12000,10635,87.9,R-452A,10.4,2,1,52069,976,Kompally
VH02759,2024,43190,Hybrid,21.8,6.6,4.6,14.5,8000,6066,93.5,R-404A,22.8,2,0,86381,539,HITEC_City_Main_Road
VH02760,2015,1043759,Diesel,49.6,2.9,2.0,22.8,20000,14818,78.7,R-452A,10.4,4,9,109869,13046,L B Nagar
VH02761,2015,962710,Diesel,49.1,2.9,2.0,22.7,5000,3860,79.6,R-404A,18.6,-20,9,101337,12033,HITEC_City_Main_Road
VH02762,2020,359692,Diesel,31.0,4.6,3.2,18.3,5000,4004,88.2,R-404A,15.4,-18,4,79931,4496,Kompally
VH02763,2018,465972,Diesel,37.0,3.9,2.7,15.0,12000,10531,87.5,R-452A,12.9,-20,6,71688,5824,Mehdipatnam
VH02764,2021,219330,Diesel,32.0,4.5,3.1,19.6,20000,12579,93.8,R-404A,11.4,-20,3,62665,2741,PVNR_Expressway
VH02765,2021,281369,Diesel,27.9,5.1,3.6,22.6,20000,12527,87.3,R-404A,20.4,2,3,80391,3517,Gachibowli
VH02766,2020,471731,Diesel,29.6,4.8,3.4,21.7,8000,5163,81.8,R-404A,23.4,2,4,104829,5896,PVNR_Expressway
VH02767,2016,874536,Diesel,34.9,4.1,2.9,20.0,20000,16812,80.2,R-404A,21.3,-20,8,102886,10931,Gachibowli
VH02768,2022,137021,Diesel,27.2,5.3,3.7,23.6,8000,5282,86.2,R-404A,13.4,4,2,54808,1712,L B Nagar
VH02769,2024,47885,Diesel,34.0,4.2,2.9,18.2,12000,9411,87.2,R-452A,23.3,-20,0,95770,598,L B Nagar
VH02770,2022,257153,Hybrid,23.2,6.2,4.3,16.4,20000,13767,82.5,R-452A,22.6,4,2,102861,3214,Gachibowli
VH02771,2024,49649,Hybrid,25.9,5.5,3.9,18.3,5000,4067,88.7,R-452A,10.7,-18,0,99299,620,Kompally
VH02772,2021,227377,Diesel,30.3,4.7,3.3,16.8,12000,9660,94.3,R-452A,13.6,-18,3,64964,2842,Gachibowli
VH02773,2020,294817,Diesel,29.1,4.9,3.4,23.1,12000,8580,91.4,R-452A,18.4,-18,4,65515,3685,Mehdipatnam
VH02774,2021,325991,Diesel,35.7,4.0,2.8,16.5,8000,6686,81.7,R-404A,13.7,-18,3,93140,4074,Gachibowli
VH02775,2021,249829,Hybrid,26.2,5.4,3.8,19.6,12000,8148,90.2,R-404A,19.8,2,3,71379,3122,Kompally
VH02776,2021,394592,Diesel,33.7,4.2,3.0,16.4,5000,3114,87.7,R-452A,13.0,2,3,112740,4932,L B Nagar
VH02777,2015,677803,Hybrid,31.5,4.5,3.2,16.0,5000,3456,74.4,R-452A,17.4,-20,9,71347,8472,Medchal
VH02778,2024,30052,Diesel,33.1,4.3,3.0,22.3,8000,5978,92.3,R-452A,17.8,4,0,60104,375,HITEC_City_Main_Road
VH02779,2024,47023,Electric,0.0,7.1,5.0,16.6,20000,12968,98.5,R-452A,24.2,-18,0,94046,587,Gachibowli
VH02780,2024,33514,Diesel,38.0,3.8,2.6,16.8,20000,13611,87.1,R-404A,24.0,4,0,67028,418,Uppal
VH02781,2023,137000,Diesel,32.4,4.4,3.1,21.0,20000,15612,93.5,R-452A,16.0,2,1,91333,1712,L B Nagar
VH02782,2022,170401,Diesel,32.1,4.5,3.1,18.2,12000,9791,85.8,R-404A,14.8,-20,2,68160,2130,L B Nagar
VH02783,2021,369914,Diesel,28.1,5.1,3.6,24.3,5000,3078,90.3,R-404A,24.2,2,3,105689,4623,L B Nagar
VH02784,2020,444733,Diesel,28.7,5.0,3.5,19.7,8000,6498,88.2,R-404A,23.6,-18,4,98829,5559,L B Nagar
VH02785,2016,452119,Diesel,32.7,4.4,3.1,24.6,12000,7686,86.3,R-404A,18.3,2,8,53190,5651,L B Nagar
VH02786,2019,501976,Diesel,42.9,3.3,2.3,20.7,12000,10497,81.7,R-404A,11.7,2,5,91268,6274,Gachibowli
VH02787,2024,55792,Diesel,33.9,4.2,2.9,16.6,12000,10581,98.0,R-404A,14.8,-18,0,111585,697,Kompally
VH02788,2023,92580,Diesel,32.4,4.4,3.1,17.3,20000,14292,93.2,R-452A,11.8,4,1,61720,1157,Medchal
VH02789,2024,51642,Diesel,28.0,5.1,3.6,21.0,5000,3657,92.6,R-404A,17.2,4,0,103284,645,PVNR_Expressway
VH02790,2015,954101,Diesel,46.7,3.1,2.1,19.7,5000,4102,78.9,R-452A,11.4,2,9,100431,11926,Mehdipatnam
VH02791,2019,308560,Diesel,30.8,4.6,3.2,17.2,5000,3841,88.3,R-452A,22.8,4,5,56101,3857,HITEC_City_Main_Road
VH02792,2022,299861,Diesel,39.6,3.6,2.5,22.9,12000,8142,87.7,R-404A,12.1,-18,2,119944,3748,HITEC_City_Main_Road
VH02793,2022,200608,Diesel,41.3,3.5,2.4,20.8,12000,7932,94.0,R-452A,18.3,4,2,80243,2507,Mehdipatnam
VH02794,2023,87659,Diesel,34.1,4.2,2.9,21.1,12000,10647,89.7,R-452A,21.2,2,1,58439,1095,HITEC_City_Main_Road
VH02795,2020,474838,Diesel,40.7,3.5,2.5,24.3,5000,3009,82.7,R-452A,22.8,-18,4,105519,5935,Medchal
VH02796,2021,270231,Diesel,32.4,4.4,3.1,20.0,5000,4317,90.2,R-404A,10.2,-18,3,77208,3377,L B Nagar
VH02797,2017,887302,Hybrid,26.0,5.5,3.8,16.3,20000,15189,77.7,R-404A,20.8,-18,7,118307,11091,HITEC_City_Main_Road
VH02798,2021,397874,Hybrid,21.8,6.6,4.6,14.0,12000,8754,92.3,R-452A,18.2,-20,3,113678,4973,HITEC_City_Main_Road
VH02799,2020,345706,Electric,0.0,5.6,3.9,15.7,20000,12446,79.2,R-452A,17.2,-20,4,76823,4321,PVNR_Expressway
VH02800,2022,206164,Diesel,32.6,4.4,3.1,21.2,12000,8211,88.8,R-404A,19.2,2,2,82465,2577,Uppal
VH02801,2017,673630,Hybrid,23.9,6.0,4.2,19.0,8000,6820,78.2,R-452A,20.5,4,7,89817,8420,Gachibowli
VH02802,2024,48169,Hybrid,24.9,5.7,4.0,13.3,20000,12882,91.1,R-452A,13.4,-18,0,96339,602,HITEC_City_Main_Road
VH02803,2015,846906,Diesel,48.8,2.9,2.0,18.1,8000,6898,83.9,R-452A,20.9,-20,9,89148,10586,L B Nagar
VH02804,2024,29998,Diesel,26.5,5.4,3.8,20.2,8000,5080,88.2,R-452A,17.1,4,0,59997,374,Mehdipatnam
VH02805,2016,686917,Hybrid,26.8,5.3,3.7,15.5,5000,3079,77.3,R-452A,15.7,2,8,80813,8586,Medchal
VH02806,2020,319467,Diesel,42.6,3.4,2.3,21.6,5000,3628,82.7,R-404A,10.0,4,4,70992,3993,Kompally
VH02807,2019,585879,Electric,0.0,6.2,4.3,16.0,8000,6264,78.4,R-404A,23.2,-20,5,106523,7323,Medchal
VH02808,2022,211365,Hybrid,25.3,5.7,4.0,18.8,12000,10376,90.4,R-452A,17.4,-20,2,84546,2642,Mehdipatnam
VH02809,2018,431720,Diesel,35.7,4.0,2.8,22.7,12000,9855,82.0,R-404A,11.6,-20,6,66418,5396,Medchal
VH02810,2024,30431,Diesel,38.5,3.7,2.6,15.2,12000,8983,90.9,R-404A,16.0,-20,0,60863,380,Kompally
VH02811,2024,25706,Electric,0.0,7.5,5.3,16.2,8000,4944,94.9,R-404A,13.2,-20,0,51412,321,Uppal
VH02812,2024,40697,Hybrid,21.6,6.6,4.6,15.8,8000,5325,98.5,R-452A,16.6,2,0,81394,508,Uppal
VH02813,2023,178524,Diesel,32.3,4.4,3.1,22.4,8000,4953,94.6,R-404A,16.8,2,1,119016,2231,Uppal
VH02814,2023,111838,Diesel,32.0,4.5,3.1,22.8,5000,3254,90.2,R-452A,23.2,2,1,74558,1397,Mehdipatnam
VH02815,2021,368467,Electric,0.0,6.9,4.8,10.9,8000,5123,84.6,R-404A,21.4,-20,3,105276,4605,Uppal
VH02816,2023,77783,Diesel,28.7,5.0,3.5,15.8,8000,6330,86.0,R-452A,10.4,-20,1,51855,972,PVNR_Expressway
VH02817,2022,250384,Diesel,35.5,4.0,2.8,22.1,5000,3530,92.3,R-452A,21.2,-18,2,100153,3129,Kompally
VH02818,2020,472869,Diesel,32.8,4.4,3.0,21.9,8000,5080,79.4,R-404A,22.3,-20,4,105082,5910,Medchal
VH02819,2019,368166,Diesel,35.4,4.0,2.8,19.1,12000,10177,78.6,R-404A,21.3,4,5,66939,4602,Uppal
VH02820,2023,113129,Diesel,27.0,5.3,3.7,15.8,8000,7029,92.4,R-452A,15.3,-18,1,75419,1414,PVNR_Expressway
VH02821,2024,46547,Diesel,33.7,4.2,3.0,17.2,5000,3348,87.9,R-404A,11.4,-20,0,93095,581,Uppal
VH02822,2018,507021,Diesel,35.4,4.0,2.8,19.4,12000,7814,87.6,R-452A,12.3,-20,6,78003,6337,Kompally
VH02823,2019,548974,Hybrid,28.1,5.1,3.6,13.0,5000,3861,84.0,R-452A,15.0,-20,5,99813,6862,Gachibowli
VH02824,2022,146052,Electric,0.0,6.4,4.5,12.1,20000,14040,91.5,R-452A,13.1,-18,2,58420,1825,HITEC_City_Main_Road
VH02825,2022,177277,Diesel,30.9,4.6,3.2,24.6,12000,7921,84.4,R-452A,12.2,2,2,70911,2215,L B Nagar
VH02826,2020,227833,Diesel,44.0,3.2,2.3,17.0,5000,3152,90.7,R-452A,19.4,2,4,50629,2847,Mehdipatnam
VH02827,2021,380502,Diesel,33.1,4.3,3.0,18.8,20000,15763,86.1,R-452A,18.5,-18,3,108714,4756,Kompally
VH02828,2020,340380,Diesel,31.2,4.6,3.2,19.4,20000,12761,83.7,R-452A,21.1,-18,4,75640,4254,L B Nagar
VH02829,2022,233113,Diesel,29.9,4.8,3.3,20.6,12000,10521,88.4,R-452A,11.0,4,2,93245,2913,Kompally
VH02830,2022,269832,Hybrid,26.9,5.3,3.7,13.1,12000,10655,84.3,R-404A,15.5,2,2,107933,3372,Gachibowli
VH02831,2023,169341,Diesel,27.1,5.3,3.7,24.2,5000,3968,84.1,R-452A,14.6,4,1,112894,2116,Medchal
VH02832,2023,120621,Diesel,31.9,4.5,3.1,23.5,5000,3977,84.4,R-452A,10.8,-20,1,80414,1507,Kompally
VH02833,2017,547902,Diesel,35.7,4.0,2.8,24.8,20000,17493,79.6,R-404A,19.8,4,7,73053,6848,Gachibowli
VH02834,2023,125067,Diesel,32.8,4.4,3.0,21.8,5000,4153,85.1,R-404A,19.4,-20,1,83378,1563,Medchal
VH02835,2021,340501,Diesel,35.8,4.0,2.8,16.9,12000,9492,89.4,R-404A,17.3,-18,3,97286,4256,Uppal
VH02836,2020,344040,Diesel,29.9,4.8,3.3,15.6,5000,3093,87.5,R-452A,19.7,-18,4,76453,4300,Mehdipatnam
VH02837,2022,167182,Hybrid,28.0,5.1,3.6,14.7,8000,6150,91.1,R-404A,13.6,-20,2,66873,2089,Uppal
VH02838,2023,78229,Diesel,40.1,3.6,2.5,24.1,5000,3609,84.4,R-404A,12.7,-18,1,52153,977,Uppal
VH02839,2015,596263,Diesel,31.9,4.5,3.1,15.3,20000,16456,81.4,R-452A,19.4,4,9,62764,7453,PVNR_Expressway
VH02840,2022,230175,Diesel,32.4,4.4,3.1,22.0,12000,10675,82.3,R-452A,23.7,2,2,92070,2877,Uppal
VH02841,2023,79186,Electric,0.0,6.0,4.2,16.8,5000,4483,87.4,R-452A,15.9,-18,1,52790,989,Gachibowli
VH02842,2022,261045,Diesel,32.5,4.4,3.1,22.8,20000,12448,91.5,R-452A,15.6,2,2,104418,3263,Uppal
VH02843,2020,384036,Diesel,32.3,4.4,3.1,17.0,8000,6419,87.0,R-404A,17.8,-20,4,85341,4800,Medchal
VH02844,2024,43434,Diesel,26.1,5.5,3.8,15.6,20000,17585,97.4,R-404A,22.9,2,0,86869,542,PVNR_Expressway
VH02845,2023,87724,Diesel,37.1,3.9,2.7,16.8,5000,4160,85.0,R-404A,14.0,-18,1,58483,1096,HITEC_City_Main_Road
VH02846,2020,378695,Hybrid,22.9,6.2,4.4,19.9,8000,6975,83.2,R-452A,11.6,2,4,84154,4733,Gachibowli
VH02847,2023,76105,Diesel,38.1,3.7,2.6,20.8,12000,8075,87.0,R-404A,10.1,4,1,50736,951,Medchal
VH02848,2021,414328,Diesel,35.5,4.0,2.8,21.9,20000,14866,88.1,R-404A,19.1,2,3,118379,5179,L B Nagar
VH02849,2023,162731,Electric,0.0,6.6,4.6,10.2,12000,10459,91.9,R-452A,22.1,4,1,108487,2034,L B Nagar
VH02850,2023,125776,Hybrid,28.3,5.1,3.5,13.2,20000,13031,94.6,R-404A,18.1,4,1,83851,1572,PVNR_Expressway
VH02851,2021,344365,Electric,0.0,6.0,4.2,17.1,8000,6874,81.4,R-404A,20.0,2,3,98390,4304,L B Nagar
VH02852,2018,666461,Diesel,46.3,3.1,2.2,16.3,8000,5875,83.3,R-404A,15.0,2,6,102532,8330,Gachibowli
