route,time_start,time_end,range_km,freeFlowSpeed,currentSpeed,freeFlowTravelTime,currentTravelTime,traffic_index,day_of_the_week,season,most_probable_vehicle_type,pollution_index,date,is_peak,distribution_cost,customer_satisfaction,quality_score,time_deviation,vehicle_id
Uppal,02:00:00,03:00:00,15.0,50,48,18,18,10,Sunday,Winter,HCV,0.2,2025-01-12,0,614.03,5.0,74.9,-4.9,VH26307
Mehdipatnam,02:00:00,03:00:00,5.0,54,49,5,6,10,Sunday,Winter,2W,0.2,2025-01-12,0,231.77,5.0,78.3,-1.2,VH12966
Medchal,02:00:00,03:00:00,12.0,81,80,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,425.29,5.0,97.5,-2.6,VH17965
L B Nagar,02:00:00,03:00:00,8.0,58,56,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,305.68,5.0,94.8,-2.2,VH05969
PVNR_Expressway,02:00:00,03:00:00,11.6,87,86,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,409.94,5.0,84.8,-2.3,VH30427
HITEC_City_Main_Road,02:00:00,03:00:00,8.5,58,53,8,9,10,Sunday,Winter,4W,0.2,2025-01-12,0,289.62,5.0,92.6,-2.0,VH10584
Kompally,03:00:00,04:00:00,6.0,88,85,4,4,10,Sunday,Winter,4W,0.2,2025-01-12,0,209.05,5.0,97.5,-1.1,VH02535
Gachibowli,03:00:00,04:00:00,7.5,65,60,6,7,10,Sunday,Winter,4W,0.2,2025-01-12,0,398.61,5.0,77.4,-1.5,VH23921
Uppal,03:00:00,04:00:00,15.0,54,49,16,18,10,Sunday,Winter,2W,0.2,2025-01-12,0,660.1,5.0,75.8,-3.5,VH08589
Mehdipatnam,03:00:00,04:00:00,5.0,52,49,5,6,10,Sunday,Winter,3W,0.2,2025-01-12,0,68.58,5.0,97.2,-1.5,VH16148
Medchal,03:00:00,04:00:00,12.0,83,82,8,8,10,Sunday,Winter,HCV,0.2,2025-01-12,0,346.87,5.0,97.5,-2.5,VH09413
L B Nagar,03:00:00,04:00:00,8.0,55,54,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,414.96,5.0,73.6,-2.5,VH27399
PVNR_Expressway,03:00:00,04:00:00,11.6,82,81,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,373.44,5.0,84.1,-2.5,VH38140
HITEC_City_Main_Road,03:00:00,04:00:00,8.5,62,57,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,303.71,5.0,86.4,-1.9,VH25754
Kompally,04:00:00,05:00:00,6.0,81,76,4,4,10,Sunday,Winter,HCV,0.2,2025-01-12,0,222.2,5.0,97.5,-1.1,VH09492
Gachibowli,04:00:00,05:00:00,7.5,59,55,7,8,10,Sunday,Winter,3W,0.2,2025-01-12,0,312.02,5.0,81.6,-1.8,VH12872
Uppal,04:00:00,05:00:00,15.0,48,43,18,20,10,Sunday,Winter,4W,0.2,2025-01-12,0,434.66,5.0,97.5,-3.6,VH33475
Mehdipatnam,04:00:00,05:00:00,5.0,47,44,6,6,10,Sunday,Winter,2W,0.2,2025-01-12,0,247.28,5.0,97.5,-1.6,VH00428
Medchal,04:00:00,05:00:00,12.0,87,82,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,639.18,5.0,68.4,-2.0,VH11367
L B Nagar,04:00:00,05:00:00,8.0,59,57,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,332.6,5.0,90.6,-2.2,VH29049
PVNR_Expressway,04:00:00,05:00:00,11.6,86,84,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,432.08,5.0,87.6,-2.3,VH22406
HITEC_City_Main_Road,04:00:00,05:00:00,8.5,56,53,9,9,10,Sunday,Winter,2W,0.2,2025-01-12,0,344.05,5.0,96.3,-2.3,VH21715
Kompally,05:00:00,06:00:00,6.0,94,89,3,4,10,Sunday,Winter,4W,0.2,2025-01-12,0,65.18,5.0,89.4,-1.0,VH06374
Gachibowli,05:00:00,06:00:00,7.5,67,66,6,6,10,Sunday,Winter,4W,0.2,2025-01-12,0,353.65,5.0,74.7,-2.0,VH22723
Uppal,05:00:00,06:00:00,15.0,45,42,20,21,10,Sunday,Winter,3W,0.2,2025-01-12,0,108.55,5.0,97.5,-5.0,VH31482
Mehdipatnam,05:00:00,06:00:00,5.0,57,53,5,5,10,Sunday,Winter,3W,0.2,2025-01-12,0,247.61,5.0,87.0,-1.2,VH27768
Medchal,05:00:00,06:00:00,12.0,86,81,8,8,10,Sunday,Winter,HCV,0.2,2025-01-12,0,92.46,5.0,85.1,-2.1,VH17828
L B Nagar,05:00:00,06:00:00,8.0,58,56,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,312.82,5.0,69.9,-2.3,VH14451
PVNR_Expressway,05:00:00,06:00:00,11.6,86,84,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,445.88,5.0,81.3,-2.3,VH38873
HITEC_City_Main_Road,05:00:00,06:00:00,8.5,56,51,9,9,10,Sunday,Winter,2W,0.2,2025-01-12,0,349.84,5.0,78.3,-1.9,VH10041
Kompally,06:00:00,07:00:00,6.0,93,88,3,4,10,Sunday,Winter,HCV,0.2,2025-01-12,0,259.32,5.0,85.9,-1.0,VH37452
Gachibowli,06:00:00,07:00:00,7.5,63,58,7,7,10,Sunday,Winter,4W,0.2,2025-01-12,0,258.67,5.0,95.1,-1.6,VH00130
Uppal,06:00:00,07:00:00,15.0,49,47,18,19,10,Sunday,Winter,4W,0.2,2025-01-12,0,636.69,5.0,97.5,-4.8,VH19401
Mehdipatnam,06:00:00,07:00:00,5.0,48,46,6,6,10,Sunday,Winter,4W,0.2,2025-01-12,0,258.15,5.0,85.8,-1.7,VH25689
Medchal,06:00:00,07:00:00,12.0,80,77,9,9,10,Sunday,Winter,HCV,0.2,2025-01-12,0,407.25,5.0,84.0,-2.4,VH20283
L B Nagar,06:00:00,07:00:00,8.0,57,52,8,9,10,Sunday,Winter,4W,0.2,2025-01-12,0,442.38,5.0,69.8,-1.8,VH14616
PVNR_Expressway,06:00:00,07:00:00,11.6,94,90,7,7,10,Sunday,Winter,2W,0.2,2025-01-12,0,383.6,5.0,86.4,-1.9,VH13991
HITEC_City_Main_Road,06:00:00,07:00:00,8.5,56,52,9,9,10,Sunday,Winter,4W,0.2,2025-01-12,0,427.95,5.0,60.1,-2.2,VH27750
Kompally,07:00:00,08:00:00,6.0,92,89,3,4,10,Sunday,Winter,4W,0.2,2025-01-12,0,299.38,5.0,80.4,-1.1,VH34401
Gachibowli,07:00:00,08:00:00,7.5,58,55,7,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,259.67,5.0,93.9,-2.0,VH08488
Uppal,07:00:00,08:00:00,15.0,53,51,16,17,10,Sunday,Winter,2W,0.2,2025-01-12,0,625.91,5.0,92.2,-4.5,VH31269
Mehdipatnam,07:00:00,08:00:00,5.0,58,57,5,5,10,Sunday,Winter,3W,0.2,2025-01-12,0,196.1,5.0,86.9,-1.5,VH25346
Medchal,07:00:00,08:00:00,12.0,84,83,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,439.94,5.0,83.7,-2.5,VH14072
L B Nagar,07:00:00,08:00:00,8.0,55,53,8,9,10,Sunday,Winter,4W,0.2,2025-01-12,0,378.61,5.0,81.4,-2.3,VH05505
PVNR_Expressway,07:00:00,08:00:00,11.6,92,90,7,7,10,Sunday,Winter,4W,0.2,2025-01-12,0,348.0,5.0,82.9,-2.2,VH03301
HITEC_City_Main_Road,07:00:00,08:00:00,8.5,63,59,8,8,10,Sunday,Winter,3W,0.2,2025-01-12,0,172.0,5.0,61.1,-1.9,VH38661
Kompally,08:00:00,09:00:00,6.0,86,74,4,4,13,Sunday,Winter,2W,0.237,2025-01-12,1,241.78,5.0,91.9,-0.6,VH28729
Gachibowli,08:00:00,09:00:00,7.5,66,39,6,11,40,Sunday,Winter,4W,0.505,2025-01-12,1,305.95,5.0,75.8,2.6,VH05694
Uppal,08:00:00,09:00:00,15.0,55,33,16,26,38,Sunday,Winter,2W,0.489,2025-01-12,1,533.99,5.0,75.3,5.5,VH20719
Mehdipatnam,08:00:00,09:00:00,5.0,53,36,5,8,30,Sunday,Winter,4W,0.403,2025-01-12,1,231.67,5.0,91.4,0.8,VH38838
Medchal,08:00:00,09:00:00,12.0,83,72,8,9,12,Sunday,Winter,4W,0.229,2025-01-12,1,433.82,5.0,81.8,-1.3,VH12914
L B Nagar,08:00:00,09:00:00,8.0,58,29,8,16,49,Sunday,Winter,3W,0.592,2025-01-12,1,456.13,5.0,68.8,5.5,VH15435
PVNR_Expressway,08:00:00,09:00:00,11.6,85,63,8,11,25,Sunday,Winter,HCV,0.358,2025-01-12,1,377.43,5.0,81.6,0.4,VH22786
HITEC_City_Main_Road,08:00:00,09:00:00,8.5,59,26,8,19,54,Sunday,Winter,3W,0.647,2025-01-12,1,464.68,5.0,81.7,7.8,VH33284
Kompally,09:00:00,10:00:00,6.0,87,72,4,4,16,Sunday,Winter,4W,0.27,2025-01-12,1,214.91,5.0,95.8,-0.4,VH04369
Gachibowli,09:00:00,10:00:00,7.5,59,35,7,12,40,Sunday,Winter,4W,0.505,2025-01-12,1,418.56,5.0,67.8,2.9,VH23221
Uppal,09:00:00,10:00:00,15.0,54,21,16,41,59,Sunday,Winter,2W,0.696,2025-01-12,1,357.0,5.0,62.6,19.5,VH06653
Mehdipatnam,09:00:00,10:00:00,5.0,51,20,5,14,59,Sunday,Winter,2W,0.694,2025-01-12,1,349.26,5.0,70.9,6.9,VH25499
Medchal,09:00:00,10:00:00,12.0,88,60,8,11,31,Sunday,Winter,HCV,0.411,2025-01-12,1,399.79,5.0,92.2,1.2,VH36524
L B Nagar,09:00:00,10:00:00,8.0,50,21,9,22,57,Sunday,Winter,2W,0.677,2025-01-12,1,607.66,5.0,56.8,10.2,VH07004
PVNR_Expressway,09:00:00,10:00:00,11.6,92,50,7,13,44,Sunday,Winter,2W,0.546,2025-01-12,1,474.77,5.0,76.7,3.8,VH32799
HITEC_City_Main_Road,09:00:00,10:00:00,8.5,56,44,9,11,20,Sunday,Winter,2W,0.303,2025-01-12,1,303.98,5.0,87.6,-0.4,VH38786
Kompally,10:00:00,11:00:00,6.0,86,69,4,5,18,Sunday,Winter,2W,0.289,2025-01-12,1,325.83,5.0,84.0,-0.3,VH15806
Gachibowli,10:00:00,11:00:00,7.5,65,27,6,16,56,Sunday,Winter,4W,0.67,2025-01-12,1,189.62,5.0,80.2,7.1,VH07103
Uppal,10:00:00,11:00:00,15.0,47,21,19,42,55,Sunday,Winter,4W,0.652,2025-01-12,1,776.91,5.0,79.3,17.9,VH16461
Mehdipatnam,10:00:00,11:00:00,5.0,59,24,5,12,58,Sunday,Winter,2W,0.688,2025-01-12,1,371.07,5.0,61.1,5.7,VH23709
Medchal,10:00:00,11:00:00,12.0,86,61,8,11,28,Sunday,Winter,2W,0.39,2025-01-12,1,562.55,5.0,69.4,0.9,VH04634
L B Nagar,10:00:00,11:00:00,8.0,46,20,10,23,56,Sunday,Winter,2W,0.662,2025-01-12,1,459.58,5.0,86.0,10.2,VH17694
PVNR_Expressway,10:00:00,11:00:00,11.6,93,51,7,13,44,Sunday,Winter,HCV,0.545,2025-01-12,1,410.96,5.0,78.4,3.8,VH06382
HITEC_City_Main_Road,10:00:00,11:00:00,8.5,69,32,7,15,52,Sunday,Winter,4W,0.627,2025-01-12,1,469.75,5.0,73.6,6.0,VH13329
Kompally,11:00:00,12:00:00,6.0,80,62,4,5,21,Sunday,Winter,HCV,0.315,2025-01-12,1,280.36,5.0,94.6,-0.1,VH37837
Gachibowli,11:00:00,12:00:00,7.5,61,30,7,14,50,Sunday,Winter,4W,0.606,2025-01-12,1,416.21,5.0,81.9,5.3,VH03419
Uppal,11:00:00,12:00:00,15.0,57,23,15,38,58,Sunday,Winter,3W,0.687,2025-01-12,1,718.1,5.0,70.5,17.7,VH28603
Mehdipatnam,11:00:00,12:00:00,5.0,48,29,6,10,38,Sunday,Winter,4W,0.481,2025-01-12,1,286.01,5.0,85.7,2.0,VH33395
Medchal,11:00:00,12:00:00,12.0,88,54,8,13,38,Sunday,Winter,4W,0.483,2025-01-12,1,456.03,5.0,90.4,2.6,VH20486
L B Nagar,11:00:00,12:00:00,8.0,54,30,8,15,43,Sunday,Winter,3W,0.533,2025-01-12,1,369.51,5.0,78.7,4.1,VH15180
PVNR_Expressway,11:00:00,12:00:00,11.6,83,71,8,9,13,Sunday,Winter,HCV,0.237,2025-01-12,1,535.43,5.0,66.4,-1.2,VH12325
HITEC_City_Main_Road,11:00:00,12:00:00,8.5,65,38,7,13,40,Sunday,Winter,2W,0.51,2025-01-12,1,385.45,5.0,74.9,3.1,VH30903
Kompally,12:00:00,13:00:00,6.0,92,50,3,7,44,Sunday,Winter,HCV,0.547,2025-01-12,0,305.82,5.0,74.1,2.0,VH29993
Gachibowli,12:00:00,13:00:00,7.5,57,46,7,9,19,Sunday,Winter,2W,0.292,2025-01-12,0,375.78,5.0,82.6,-0.5,VH24024
Uppal,12:00:00,13:00:00,15.0,54,54,16,16,10,Sunday,Winter,2W,0.2,2025-01-12,0,495.19,5.0,92.1,-5.0,VH39134
Mehdipatnam,12:00:00,13:00:00,5.0,54,47,5,6,12,Sunday,Winter,3W,0.224,2025-01-12,0,238.87,5.0,96.2,-0.9,VH05956
Medchal,12:00:00,13:00:00,12.0,91,54,7,13,40,Sunday,Winter,HCV,0.505,2025-01-12,0,516.32,5.0,80.0,3.0,VH39478
L B Nagar,12:00:00,13:00:00,8.0,59,59,8,8,10,Sunday,Winter,3W,0.2,2025-01-12,0,339.87,5.0,93.1,-2.4,VH16475
PVNR_Expressway,12:00:00,13:00:00,11.6,83,61,8,11,25,Sunday,Winter,HCV,0.354,2025-01-12,0,553.27,5.0,67.4,0.3,VH17530
HITEC_City_Main_Road,12:00:00,13:00:00,8.5,68,52,7,9,22,Sunday,Winter,4W,0.322,2025-01-12,0,409.43,5.0,92.5,-0.1,VH23694
Kompally,13:00:00,14:00:00,6.0,85,74,4,4,11,Sunday,Winter,2W,0.22,2025-01-12,0,67.83,5.0,92.4,-0.7,VH22268
Gachibowli,13:00:00,14:00:00,7.5,59,59,7,7,10,Sunday,Winter,2W,0.2,2025-01-12,0,438.66,5.0,77.2,-2.3,VH03838
Uppal,13:00:00,14:00:00,15.0,53,53,16,16,10,Sunday,Winter,2W,0.2,2025-01-12,0,435.28,5.0,90.1,-5.1,VH31452
Mehdipatnam,13:00:00,14:00:00,5.0,55,55,5,5,10,Sunday,Winter,3W,0.2,2025-01-12,0,288.65,5.0,75.9,-1.6,VH33749
Medchal,13:00:00,14:00:00,12.0,91,70,7,10,22,Sunday,Winter,HCV,0.327,2025-01-12,0,501.84,5.0,85.2,-0.1,VH13120
L B Nagar,13:00:00,14:00:00,8.0,49,45,9,10,10,Sunday,Winter,4W,0.2,2025-01-12,0,360.6,5.0,89.4,-2.2,VH21551
PVNR_Expressway,13:00:00,14:00:00,11.6,84,54,8,12,35,Sunday,Winter,4W,0.453,2025-01-12,0,535.66,5.0,91.2,2.0,VH35838
HITEC_City_Main_Road,13:00:00,14:00:00,8.5,64,64,7,7,10,Sunday,Winter,4W,0.2,2025-01-12,0,312.83,5.0,84.6,-2.4,VH27891
Kompally,14:00:00,15:00:00,6.0,89,70,4,5,20,Sunday,Winter,2W,0.304,2025-01-12,0,345.26,5.0,75.3,-0.2,VH16478
Gachibowli,14:00:00,15:00:00,7.5,61,61,7,7,10,Sunday,Winter,2W,0.2,2025-01-12,0,291.07,5.0,82.6,-2.2,VH10557
Uppal,14:00:00,15:00:00,15.0,56,46,16,19,17,Sunday,Winter,4W,0.271,2025-01-12,0,767.54,5.0,72.9,-1.5,VH24691
Mehdipatnam,14:00:00,15:00:00,5.0,52,52,5,5,10,Sunday,Winter,2W,0.2,2025-01-12,0,284.68,5.0,72.8,-1.7,VH08909
Medchal,14:00:00,15:00:00,12.0,87,72,8,9,17,Sunday,Winter,4W,0.27,2025-01-12,0,477.72,5.0,88.2,-0.8,VH02258
L B Nagar,14:00:00,15:00:00,8.0,59,59,8,8,10,Sunday,Winter,HCV,0.2,2025-01-12,0,329.61,5.0,80.6,-2.4,VH19198
PVNR_Expressway,14:00:00,15:00:00,11.6,82,47,8,14,41,Sunday,Winter,HCV,0.517,2025-01-12,0,449.9,5.0,71.6,3.5,VH35999
HITEC_City_Main_Road,14:00:00,15:00:00,8.5,62,62,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,343.58,5.0,76.5,-2.5,VH21861
Kompally,15:00:00,16:00:00,6.0,88,74,4,4,15,Sunday,Winter,4W,0.256,2025-01-12,0,228.47,5.0,96.1,-0.5,VH03943
Gachibowli,15:00:00,16:00:00,7.5,58,58,7,7,10,Sunday,Winter,2W,0.2,2025-01-12,0,253.41,5.0,94.8,-2.3,VH15092
Uppal,15:00:00,16:00:00,15.0,54,54,16,16,10,Sunday,Winter,4W,0.2,2025-01-12,0,620.44,5.0,62.6,-5.0,VH01284
Mehdipatnam,15:00:00,16:00:00,5.0,55,55,5,5,10,Sunday,Winter,4W,0.2,2025-01-12,0,303.95,5.0,66.4,-1.6,VH24000
Medchal,15:00:00,16:00:00,12.0,92,45,7,15,50,Sunday,Winter,4W,0.605,2025-01-12,0,498.19,5.0,77.0,5.6,VH03330
L B Nagar,15:00:00,16:00:00,8.0,53,46,9,10,12,Sunday,Winter,2W,0.229,2025-01-12,0,278.92,5.0,90.0,-1.4,VH05941
PVNR_Expressway,15:00:00,16:00:00,11.6,83,53,8,13,36,Sunday,Winter,4W,0.461,2025-01-12,0,416.5,5.0,74.3,2.2,VH09205
HITEC_City_Main_Road,15:00:00,16:00:00,8.5,62,62,8,8,10,Sunday,Winter,3W,0.2,2025-01-12,0,320.98,5.0,74.1,-2.5,VH19583
Kompally,16:00:00,17:00:00,6.0,88,50,4,7,42,Sunday,Winter,HCV,0.528,2025-01-12,0,354.73,5.0,64.6,1.8,VH16289
Gachibowli,16:00:00,17:00:00,7.5,62,53,7,8,13,Sunday,Winter,4W,0.235,2025-01-12,0,257.47,5.0,82.8,-1.0,VH29948
Uppal,16:00:00,17:00:00,15.0,50,50,18,18,10,Sunday,Winter,4W,0.2,2025-01-12,0,535.2,5.0,97.5,-5.4,VH05731
Mehdipatnam,16:00:00,17:00:00,5.0,49,46,6,6,10,Sunday,Winter,4W,0.2,2025-01-12,0,303.71,5.0,79.6,-1.4,VH11140
Medchal,16:00:00,17:00:00,12.0,89,72,8,9,18,Sunday,Winter,HCV,0.289,2025-01-12,0,475.19,5.0,81.5,-0.5,VH14469
L B Nagar,16:00:00,17:00:00,8.0,55,55,8,8,10,Sunday,Winter,3W,0.2,2025-01-12,0,352.67,5.0,76.1,-2.6,VH10442
PVNR_Expressway,16:00:00,17:00:00,11.6,84,69,8,9,17,Sunday,Winter,HCV,0.271,2025-01-12,0,476.87,5.0,80.9,-0.8,VH23995
HITEC_City_Main_Road,16:00:00,17:00:00,8.5,58,58,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,342.47,5.0,75.4,-2.6,VH33134
Kompally,17:00:00,18:00:00,6.0,89,54,4,6,38,Sunday,Winter,HCV,0.482,2025-01-12,1,262.33,5.0,89.4,1.3,VH09170
Gachibowli,17:00:00,18:00:00,7.5,57,30,7,14,45,Sunday,Winter,4W,0.557,2025-01-12,1,183.32,5.0,73.3,4.3,VH33807
Uppal,17:00:00,18:00:00,15.0,55,26,16,34,52,Sunday,Winter,3W,0.622,2025-01-12,1,747.08,5.0,73.8,13.0,VH38011
Mehdipatnam,17:00:00,18:00:00,5.0,51,30,5,9,40,Sunday,Winter,2W,0.508,2025-01-12,1,225.59,5.0,86.8,2.3,VH12107
Medchal,17:00:00,18:00:00,12.0,89,63,8,11,28,Sunday,Winter,HCV,0.384,2025-01-12,1,702.87,5.0,62.3,0.8,VH25763
L B Nagar,17:00:00,18:00:00,8.0,56,26,8,18,52,Sunday,Winter,HCV,0.626,2025-01-12,1,411.13,5.0,86.7,6.9,VH16428
PVNR_Expressway,17:00:00,18:00:00,11.6,87,62,8,11,27,Sunday,Winter,4W,0.377,2025-01-12,1,363.31,5.0,90.7,0.7,VH11067
HITEC_City_Main_Road,17:00:00,18:00:00,8.5,55,42,9,11,22,Sunday,Winter,4W,0.324,2025-01-12,1,139.28,5.0,75.1,-0.1,VH16680
Kompally,18:00:00,19:00:00,6.0,91,66,3,5,27,Sunday,Winter,4W,0.371,2025-01-12,1,242.61,5.0,91.9,0.3,VH05791
Gachibowli,18:00:00,19:00:00,7.5,69,28,6,15,58,Sunday,Winter,2W,0.685,2025-01-12,1,546.56,5.0,68.7,7.3,VH36655
Uppal,18:00:00,19:00:00,15.0,49,30,18,29,36,Sunday,Winter,4W,0.47,2025-01-12,1,756.38,5.0,57.6,5.3,VH36824
Mehdipatnam,18:00:00,19:00:00,5.0,51,34,5,8,32,Sunday,Winter,2W,0.427,2025-01-12,1,109.6,5.0,87.8,1.1,VH01669
Medchal,18:00:00,19:00:00,12.0,94,72,7,9,22,Sunday,Winter,4W,0.324,2025-01-12,1,384.82,5.0,89.3,-0.1,VH02610
L B Nagar,18:00:00,19:00:00,8.0,47,30,10,15,35,Sunday,Winter,4W,0.46,2025-01-12,1,452.93,5.0,80.8,2.7,VH26325
PVNR_Expressway,18:00:00,19:00:00,11.6,82,68,8,10,16,Sunday,Winter,HCV,0.261,2025-01-12,1,355.95,5.0,84.6,-0.9,VH10055
HITEC_City_Main_Road,18:00:00,19:00:00,8.5,55,30,9,16,44,Sunday,Winter,2W,0.544,2025-01-12,1,326.63,5.0,88.9,4.6,VH08563
Kompally,19:00:00,20:00:00,6.0,90,57,4,6,35,Sunday,Winter,HCV,0.458,2025-01-12,1,297.31,5.0,71.7,1.0,VH39471
Gachibowli,19:00:00,20:00:00,7.5,63,34,7,12,45,Sunday,Winter,4W,0.55,2025-01-12,1,303.37,5.0,88.7,3.7,VH00691
Uppal,19:00:00,20:00:00,15.0,58,21,15,41,62,Sunday,Winter,2W,0.73,2025-01-12,1,780.55,5.0,74.4,21.7,VH03325
Mehdipatnam,19:00:00,20:00:00,5.0,49,23,6,12,52,Sunday,Winter,3W,0.626,2025-01-12,1,331.32,5.0,71.3,4.9,VH38410
Medchal,19:00:00,20:00:00,12.0,88,64,8,11,26,Sunday,Winter,2W,0.362,2025-01-12,1,542.32,5.0,83.3,0.4,VH17978
L B Nagar,19:00:00,20:00:00,8.0,45,37,10,12,17,Sunday,Winter,3W,0.274,2025-01-12,1,369.3,5.0,75.6,-1.0,VH31347
PVNR_Expressway,19:00:00,20:00:00,11.6,81,66,8,10,17,Sunday,Winter,4W,0.275,2025-01-12,1,111.16,5.0,81.7,-0.8,VH21907
HITEC_City_Main_Road,19:00:00,20:00:00,8.5,68,30,7,16,55,Sunday,Winter,2W,0.657,2025-01-12,1,453.65,5.0,82.6,7.2,VH23651
Kompally,20:00:00,21:00:00,6.0,90,66,4,5,26,Sunday,Winter,2W,0.365,2025-01-12,1,303.28,5.0,88.0,0.2,VH33920
Gachibowli,20:00:00,21:00:00,7.5,59,29,7,15,50,Sunday,Winter,4W,0.607,2025-01-12,1,172.34,5.0,82.4,5.5,VH38123
Uppal,20:00:00,21:00:00,15.0,47,22,19,39,51,Sunday,Winter,4W,0.62,2025-01-12,1,696.4,5.0,64.3,15.0,VH24974
Mehdipatnam,20:00:00,21:00:00,5.0,51,35,5,8,31,Sunday,Winter,4W,0.41,2025-01-12,1,252.22,5.0,86.2,0.9,VH17481
Medchal,20:00:00,21:00:00,12.0,87,72,8,9,16,Sunday,Winter,HCV,0.264,2025-01-12,1,491.9,5.0,95.9,-0.9,VH25877
L B Nagar,20:00:00,21:00:00,8.0,51,29,9,16,42,Sunday,Winter,4W,0.524,2025-01-12,1,447.51,5.0,65.8,4.1,VH27168
PVNR_Expressway,20:00:00,21:00:00,11.6,92,56,7,12,38,Sunday,Winter,4W,0.482,2025-01-12,1,425.55,5.0,82.1,2.4,VH26083
HITEC_City_Main_Road,20:00:00,21:00:00,8.5,56,36,9,13,34,Sunday,Winter,4W,0.445,2025-01-12,1,156.02,5.0,76.2,2.1,VH04811
Kompally,21:00:00,22:00:00,6.0,80,50,4,7,36,Sunday,Winter,HCV,0.463,2025-01-12,1,293.35,5.0,75.2,1.2,VH27966
Gachibowli,21:00:00,22:00:00,7.5,57,35,7,12,37,Sunday,Winter,4W,0.478,2025-01-12,1,405.42,5.0,68.0,2.4,VH37439
Uppal,21:00:00,22:00:00,15.0,50,29,18,30,41,Sunday,Winter,4W,0.515,2025-01-12,1,660.36,5.0,77.3,7.4,VH04603
Mehdipatnam,21:00:00,22:00:00,5.0,51,21,5,13,57,Sunday,Winter,4W,0.675,2025-01-12,1,383.72,5.0,61.6,6.2,VH05901
Medchal,21:00:00,22:00:00,12.0,90,56,8,12,36,Sunday,Winter,2W,0.468,2025-01-12,1,538.51,5.0,74.8,2.2,VH25392
L B Nagar,21:00:00,22:00:00,8.0,53,25,9,19,52,Sunday,Winter,4W,0.624,2025-01-12,1,489.95,5.0,82.4,7.3,VH18679
PVNR_Expressway,21:00:00,22:00:00,11.6,83,59,8,11,28,Sunday,Winter,HCV,0.382,2025-01-12,1,636.13,5.0,64.9,0.8,VH19455
HITEC_City_Main_Road,21:00:00,22:00:00,8.5,65,41,7,12,36,Sunday,Winter,4W,0.463,2025-01-12,1,435.21,5.0,79.8,2.1,VH33601
Kompally,22:00:00,23:00:00,6.0,93,91,3,3,10,Sunday,Winter,4W,0.2,2025-01-12,0,254.6,5.0,81.6,-1.1,VH19466
Gachibowli,22:00:00,23:00:00,7.5,69,68,6,6,10,Sunday,Winter,4W,0.2,2025-01-12,0,366.84,5.0,73.1,-1.9,VH28076
Uppal,22:00:00,23:00:00,15.0,45,42,20,20,10,Sunday,Winter,4W,0.2,2025-01-12,0,540.01,5.0,77.6,-5.1,VH16050
Mehdipatnam,22:00:00,23:00:00,5.0,50,48,6,6,10,Sunday,Winter,2W,0.2,2025-01-12,0,257.48,5.0,84.3,-1.7,VH38500
Medchal,22:00:00,23:00:00,12.0,90,87,8,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,438.54,5.0,78.0,-2.1,VH18698
L B Nagar,22:00:00,23:00:00,8.0,56,52,8,9,10,Sunday,Winter,2W,0.2,2025-01-12,0,366.83,5.0,76.9,-1.9,VH19823
PVNR_Expressway,22:00:00,23:00:00,11.6,80,79,8,8,10,Sunday,Winter,2W,0.2,2025-01-12,0,333.29,5.0,79.8,-2.5,VH08277
HITEC_City_Main_Road,22:00:00,23:00:00,8.5,68,64,7,7,10,Sunday,Winter,4W,0.2,2025-01-12,0,373.38,5.0,76.1,-1.8,VH04639
Kompally,23:00:00,00:00:00,6.0,89,87,4,4,10,Sunday,Winter,HCV,0.2,2025-01-12,0,260.24,5.0,74.4,-1.1,VH31299
Gachibowli,23:00:00,00:00:00,7.5,58,55,7,8,10,Sunday,Winter,4W,0.2,2025-01-12,0,303.7,5.0,80.2,-2.0,VH26471
Uppal,23:00:00,00:00:00,15.0,55,50,16,17,10,Sunday,Winter,3W,0.2,2025-01-12,0,525.33,5.0,96.4,-3.4,VH14652
Mehdipatnam,23:00:00,00:00:00,5.0,46,45,6,6,10,Sunday,Winter,2W,0.2,2025-01-12,0,255.16,5.0,91.2,-1.8,VH02049
Medchal,23:00:00,00:00:00,12.0,90,86,8,8,10,Sunday,Winter,HCV,0.2,2025-01-12,0,492.35,5.0,88.5,-2.0,VH20592
L B Nagar,23:00:00,00:00:00,8.0,49,44,9,10,10,Sunday,Winter,2W,0.2,2025-01-12,0,360.99,5.0,86.2,-1.9,VH32146
